Unnamed: 0,reviews,clean_sentence_training,textblob_polarity,sentiment_textblob
445,"Not Verified |  Very disappointed that BA are not making it straightforward to claim a refund on cancelled flights back due to covid-19, effectively holding onto my money illegally. Do what’s right and make it straightforward to do it online. A voucher is not sufficient. Or get more phone operators. The virus is stressful enough without you making to check your site for updates and a 2 hour wait on the phone. Very disappointed - I expect much better from you!",making sufficient stressful right flight make disappointed back covid operator site Very much without check straightforward wait illegally effectively claim voucher refund holding cancelled Verified onto hour update expect phone better enough virus money online,0.16,Partially Positive
446,"Not Verified |  I booked my flights to the UK in May 2019 and had to cancel our trip to the UK on March 12, 2020 .. 4 days prior to leaving because a travel ban was going to start on March 16, 2020 and because I am older and have pre-existing health conditions, my doctor asked me to postpone our trip. The British Airways customer care associates I talked with were great and caring and they were able to issue us travel credit for tickets that were non-refundable. Now the problem is, I need to rebook and use the travel credit by May 2020 for travel to the UK by May 2021 or lose all the credit from our trip. How can I make travel arrangements by May 2020 with the coronavirus out of control throughout the world and travel bans in place? I understand BA has policies in place, but I cannot understand how you can expect someone to make travel arrangements while the world is dealing with COVID-19. I feel this timeline is unfair to any consumer who has trust with their preferred airline, my preferred airline is still British Airways. British Airways needs to reevaluate their policies during a world crisis....and make adjustments as needed to be fair to consumers who trust them. Whether a consumer has purchased refundable or non-refundable tickets should not matter, because forcing a consumer to rebook while a world pandemic is happening and not adjusting your policies to the situation can change your loyal customers, remember, there are many other airlines out there to choose from. The coronavirus is something that no one has any control of. I guess the bottom line is I think British Airways needs to put some common sense to their policy. I want to rebook and travel, but I am hesitant to this at this time. Hopefully, May 2020 this pandemic is over for all of us. ",feel 2020 ticket bottom credit customer line control able cancel day understand Airways problem remember common caring needed condition many want issue policy ban think booked rebook change world Whether travel 2021 dealing still pandemic trust 2019 prior start COVID expect associate coronavirus talked timeline fair adjusting flight airline someone reevaluate forcing lose British choose postpone crisis arrangement health cannot care consumer hesitant March trip something Hopefully adjustment leaving situation guess unfair refundable going make preferred loyal throughout existing need time place older purchased happening asked matter doctor Verified sense great,0.22,Partially Positive
447,"✅ Trip Verified |  Mumbai to London Heathrow. I wish to highly commend the professionalism of the stewards on this flight. Someone had erroneously accused me of being on a flight from Goa to Mumbai and coughing throughout the journey. Categorically I was not on that flight, but in his agitation the passenger could not hear me when I repeatedly said so. The stewards dealt with this situation with tact, absolute professionalism and great courtesy. All the staff must be working in difficult circumstances at the moment. They are putting themselves at more risk than most to ensure that holiday makers and business people can get home safely and I wish to thank our crew in particular for what they did.",agitation Someone flight journey dealt coughing Mumbai absolute throughout risk putting difficult hear must home commend staff people passenger circumstance professionalism crew Categorically courtesy business steward moment highly They wish could holiday ensure tact Trip erroneously Verified maker thank London situation accused safely Heathrow particular said working great repeatedly,0.12,Partially Positive
448,"✅ Trip Verified |  I have a booking for March 19th, London Heathrow to Valencia, and BA still show this flight as operating and are not providing any refund option. The BA website was updated on 17 March to state ""We’re working closely with the Foreign & Commonwealth Office (FCO) to continue flying, where travel restrictions allow and where it is safe to do so."" I then checked the FCO website that was also updated on 17 March and it states: ""The Foreign and Commonwealth Office (FCO) advises against all but essential travel to Spain."" So it is clear that BA deem it ""safe"" to fly to Spain despite the FCO statement. I know the airline is suffering, like the rest of UK industry and business, but how can they get away with such deceitful practices. It is clear they are expecting customers to change their booking to the future and keep the funds, and are not complying with the British FCO advisory. Is this actually legal?",Commonwealth allow website advisory Foreign closely providing restriction 19th flight clear travel airline expecting customer checked deem rest essential British Spain show still fund option like actually business industry away operating complying Valencia suffering know practice March flying Trip also keep future Verified statement booking safe advises change London legal deceitful updated state Heathrow Office working refund despite continue,0.08,Partially Positive
449,"Not Verified | London Gatwick to Funchal. British Airways are still forcing people to fly to Madeira when the Foreign Office has advised against anything other than essential travel. My wife and her friend were due to fly to Madeira on 17 March for a week's holiday when we found out that the FO had advised against travelling there. The Madeira government had ruled that new arrivals would spend 14 days in quarantine no matter how long their stay, that's a week longer than their proposed stay. Her friend contacted BA but was told they could not have a refund as the flight was still on! They offered a voucher. If this is an example of BAs customer service I am not surprised they are in trouble.",Foreign Gatwick flight travel Funchal example week customer forcing essential British Madeira day still would Airways people arrival spend travelling anything ruled advised matter trouble They found could proposed March voucher contacted friend government Verified quarantine told surprised London wife service offered Office long stay longer refund holiday,-0.05,Partially Negative
450,"✅ Trip Verified |  Lower Deck Club Class seat, with the current awful, narrow business class facing seats. British Airways premium passengers are treated with indifference at best, and Club Class is simply terrible. My food was not fit for consumption. WIFI broken. Crew morale low. IFE quality a bad joke. To add insult to injury, the  amenity packs are contemptible. What makes BA management think that business people require, (or indeed would retain) a package of socks, mask, plastic pen, and disposable tooth brush? The ongoing decline of this once-great national airline is palpable. ",injury seat retain make best airline awful broken premium British amenity would Airways terrible WIFI people tooth passenger management current morale require business food brush package class narrow simply treated consumption Lower ongoing joke insult Trip Crew sock Verified disposable think quality indifference Club indeed decline palpable facing Deck pack national Class contemptible plastic What great mask,-0.08,Partially Negative
451,"✅ Trip Verified |  London to New York JFK. Another grim flight with British Airways in Club Class, on a tired and old B747-400. The Business Class at BA is by far the worst in the industry. The dreaded ying / yang configuration is going to be with us for some time, sadly. In flight entertainment with tiny screen, no HD, and poor movie selection. WIFI did not work, as usual. Food continues to be desperately poor, and crew were rather keen to disappear quickly. This airline needs major overhaul, and investment in new aircraft and seats.",work tired entertainment seat going grim flight airline yang British keen aircraft usual need York Airways WIFI time rather disappear crew worst industry configuration B747 continues screen quickly This tiny Another poor Food Trip investment major movie Verified desperately Club London Business overhaul sadly dreaded ying selection Class,-0.34,Partially Negative
452,Not Verified |  Diabolical that British Airways are still forcing people to fly to Madrid when other airlines have cancelled their flights and the Foreign Office have advised against anything other than essential travel. What a way to treat their customers. If that is how they are going to treat people it is hardly surprising they are in trouble.,Foreign going flight hardly airline travel customer forcing essential British still Airways people anything advised trouble cancelled Verified surprising Madrid Office What treat Diabolical,0.01,Neutral
453,"✅ Trip Verified |  Frankfurt to Buenos Aires via London in October 2019. The aircraft is very old with small screens and ample entertainment, which becomes an issue flying +10hrs. The 1 hour layover was a complete disaster. The staff was unfriendly and inconsiderate to me. ",ample entertainment Frankfurt aircraft 10hrs unfriendly staff layover 2019 October screen Aires complete flying small Trip Buenos issue Verified disaster inconsiderate becomes London hour,-0.08,Partially Negative
454,"✅ Trip Verified |  London to Paris return group booking cancelled. I know the current coronavirus is causing problems for any airline, but BA appears as usual to have no contingency plans to handle extra number of enquiries and it is proving impossible to speak with them. After the constant IT debacles this airline has, surely it is time for heads at the top to roll? Cancelled my booking for flight refund online, but they do not return the seat booking fee and you have to do this afterwards. However, the manage booking page wipes all preferences to your booked seat numbers and you cannot complete the form without this information. A 5 year old child could improve upon the user unfriendly app and website that BA currently has, and my patience of being loyal to BA (for over 40 years I might add) has run out. The management of this airline appear to live in a conceited bubble and have no idea what is going on at the front line.",website number wipe seat going After flight currently airline information improve idea line loyal front child might unfriendly usual enquiry without problem time Cancelled form management current plan speak bubble cannot appears appear head causing constant roll know could surely year user However complete patience handle manage Trip cancelled live Verified booking booked upon debacle impossible page London preference contingency coronavirus group proving Paris return afterwards refund online extra conceited,0.02,Neutral
455,"✅ Trip Verified |  London City to Berlin on 8th March. Flight got canceled. The lady at the counter was extremely unfriendly and arrogant. Extremely rude staff and service. This is no way to treat passengers!, especially not if the expensive flight is cancelled!",expensive flight canceled Extremely City extremely unfriendly Flight staff Berlin arrogant passenger lady This rude March Trip cancelled Verified London service especially counter treat,-0.21,Partially Negative
456,"✅ Trip Verified |  London to Beijing in January 2020. BA has really upped their game now. A few years back I took BA, the experience was really disappointed and avoid them since However, my recent flight is good. The flight was delayed for 1 hour due to mechanical reasons, but get back majority of the delay in the air. Food is tasty, and crews are not hesitate to provide more if you are still hungry. The drinks are offered in the promote manner, and crews are really willing to engage with you (in the gallery when majority of the passengers fall asleep). Seat is a bit tight but understood I am flying economy so this is bearable The return flight has been cancelled, it takes like 10 calls / emails, and they finally sorted out our flight. This could be improved but I appreciate it is not easy to change you to an airline which is not BA's partner Overall, BA has really improved the game, and the friendly and professional crews are the best in the world",hungry improved partner 2020 bearable majority recent call flight asleep gallery disappointed tight avoid back reason drink fall finally airline friendly professional Overall experience best hesitate still good take like passenger email appreciate crew economy sorted Seat This provide Beijing could year game tasty However Food flying Trip since manner cancelled upped Verified engage change London took hour understood delay offered really January world willing return promote delayed easy mechanical,0.12,Partially Positive
457,✅ Trip Verified |  Hong Kong to London. Great airline indeed! Staff were friendly and helpful! The aircraft was very clean. The crews are diverse. Will definitely fly again.,indeed London definitely helpful Kong clean diverse airline Will Trip Hong crew Staff friendly Verified aircraft Great,0.39,Partially Positive
458,"✅ Trip Verified |  Mumbai to London. The check in process was quick, efficient and friendly. Unfortunately there was a two hour delay on departure, but BA kept us informed and we were given a free food and drink offering from the food court. Information, explanation and apology over the delay was given by the first officer which we were happy with. The entertainment screens were a little temperamental to begin with but they eventually worked. Good service and friendly attitude from the cabin crew made the long flight easier though. Very happy with the service.",entertainment though flight drink friendly Mumbai begin little Very quick process Good attitude check crew food Information temperamental worked Unfortunately offering cabin screen efficient first made eventually easier Trip Verified explanation apology London hour kept delay free court happy service long officer departure informed given,0.25,Partially Positive
459,"✅ Trip Verified |  London to Delhi. This booking was part of a holiday group format so we had to check in as opposed to bag drop. According to the check in screen, all zones were applicable for our destination, but we were sent from one zone to the next; (which, given the size of the T5 check in hall wasn't helpful) Eventually, we managed to find assistance but it was very much a shrug of the shoulder attitude - especially when we discovered we were seated separately; it was only when a family with two young children had been split up that we were able to switch seats. Fortunately, the cabin crew made up for this by providing a fabulous flight, with great service and positive, friendly attitude. I actually praised them and told them that my faith in BA had been restored!",find seat providing flight able friendly child Fortunately destination discovered Delhi much format part attitude restored check actually crew praised zone shoulder young shrug cabin screen This made separately sent fabulous assistance seated Trip drop Verified opposed Eventually hall booking great told positive London split next helpful group managed especially switch size service According applicable holiday family faith given,0.27,Partially Positive
460,"✅ Trip Verified | Paris to London. Flight cancelled due to “ATC Restrictions” after Storm Ciara  and rebooked to a later flight which was delayed on top by 2 hours. Arrived in London 6 hours later than planned initially and BA refused to recognise any additional expenses because it was a forceful operational reason. Booked 3 flights to Italy for March, all cancelled. Last Thursday booked LGW/BGY/LGW and next day cancelled (for last week of March) a month away. Been a Gold Member of BA since 2016 and after seeing their constant downgrades, I will go back with AirFrance/KLM for my travel needs. AI found thr food and seats on Euro Business a shame.",Arrived Storm seat Gold planned flight travel week reason back last rebooked AirFrance seeing need Flight operational expense additional Member 2016 initially food Been Last away Ciara Italy constant found March Trip since cancelled Verified month booked forceful Euro shame London later hour Booked Business next recognise refused Thursday Paris Restrictions delayed downgrade,0.0,Neutral
461,"✅ Trip Verified |  I flew from Sydney to London to visit my seriously ill mother. The second leg, from Singapore to London was with British Airways. My return flight from London to Sydney was with British Airways, leaving 23 February. On 20 February it became clear that Mum did not have long to live. I contacted BA, who said I should be able to change my return date, and asked me to send medical documentation, which I did, with an explanatory email. Sadly Mum passed away very early on the morning of 22 February. I contacted BA again the next day. They said because I had booked through Webjet, I needed to contact them. I phoned them, they said they would contact BA. No follow up from either. When I phoned Webjet again, they said still no word from BA. When I phoned BA again, they said they couldn't help. At this point I gave up and booked with Qantas, paying for another flight. BA's complete lack of compassion (apart from a couple of platitudes), and lack of interest in helping me in any way, astounded me. Needless to say, I will never use British Airways again.",second Webjet explanatory paying clear seriously flight send passed Singapore able date British Sadly still would Airways gave email documentation Sydney early mother February asked interest needed away helping medical Needless flew point They never another complete morning compassion Trip contacted live Qantas Verified contact visit booked word lack astounded change London leaving next phoned When follow apart long return said couple platitude became either help,-0.03,Neutral
462,"Not Verified |  Gatwick to Malaga. Nothing special, nowadays there's unfortunately not much difference between BA & Easyjet. Flight left Gatwick late & arrived in Malaga late. BA seats no longer recline. Food and drinks are expensive, their Cream Tea excludes tea. Lift your game BA, your product just continues to get worse.",difference seat Gatwick expensive product worse Malaga drink arrived special much Flight Cream excludes left continues Nothing game Food Easyjet Verified late recline unfortunately Lift longer nowadays,-0.19,Partially Negative
463,"✅ Trip Verified |  Vancouver to London. There are time when British Airways deserve to be ranked as one of the very best carriers. This flight proves the point. From the warm welcome at the door on boarding until deplaning at LHR, the crew were outstanding. Friendly, attentive and professional. The dinner was excellent. Excellent choices on the menu, accompanied by some decent wines. I had a painful back from running. A flight attendant provided some medication, came back to my seat an hour or so later to check on me and remembered to ask me if the pain had subsided when I deplaned. Very thoughtful. Seat was comfortable and complemented by a proper cushion and a very nice quilted blanket. IFE good. The B747-400 is showing its age but it’s still a wonderful, iconic aircraft to fly on and I’ll continue to prefer it over the B777. ",showing cushion thoughtful wine seat prefer deserve best flight Friendly professional menu warm painful back comfortable outstanding prof British aircraft door Very deplaned decent still Airways quilted time good check From welcome crew came running iconic B747 boarding Seat This accompanied point medication wonderful B777 pain nice dinner attendant Trip Excellent Vancouver carrier Verified complemented subsided choice deplaning London hour later proper provided remembered blanket excellent ranked attentive There continue,0.4,Partially Positive
464,"✅ Trip Verified |  I am flying London to Seattle in Business Class in May 2020, and British Airways wants around £100 each way for me to choose seats. All other airlines I have encountered allow Business Class passengers to choose seats at no additional cost. They decided to change my seat ""for operational reasons""s. What could that reason be? The plane is the same. So, BA takes £100 off me for me so that I can choose my seat and then changes my seat - without asking me. What I get is an automated message (the next time I log on to the BA website) to tell me. There is a number I can ring, 40 minutes waiting for the phone to be answered and I give up. ",allow website 2020 number seat airline reason give British decided minute Airways choose take without time Seattle passenger operational additional waiting answered plane encountered They could message flying Trip want asking Verified tell automated ring change London Business cost next phone Class around What There,0.0,Neutral
465,"✅ Trip Verified |  London Heathrow to Nairobi. BA First is so much weaker than that of Middle Eastern and Asian airlines, I despair. The brightest spot of this trip was being able to use the CX lounge at Heathrow T3. To cram 14 first-class seats onto a 777 is quite an achievement. But it is the food that is the standout problem on board. It is poor and it is shameful that our flag-carrier represents Britain so badly in this regards. Conversely, the flight attendants were excellent in both directions. I only flew First because BA's business class is so poor. But never again.",seat flight airline Nairobi able achievement board standout lounge much problem direction food business spot represents class brightest despair first badly flew never Eastern Middle poor trip attendant Trip Verified carrier cram regard quite London weaker onto First Heathrow Asian shameful excellent Conversely flag Britain,0.13,Partially Positive
466,"✅ Trip Verified |  Dubai to London. My husband and I traveled together. He got business class, my ticket was a last minute add-on, so was Premium Economy instead. After we boarded, my husband came to me to give me his pillow, so I got settled and started sleeping. I was woken up by a flight attendant who grabbed the pillow that my husband gave me and saying that, There is a lady in business class is missing a pillow, did I take the pillow. I told her I didn’t, and the pillow was given to me. I stood up and told her it wasn’t Ok for her to accuse me of stealing a pillow, and I’ll show her whom my husband is who gave me the pillow. I located my husband in the business class, apparently, his seat had 1 extra pillow and so he gave me the extra one. He offered to give his pillow to the flight attendant who said there was no need and he could keep it.",ticket seat sleeping After flight apparently located give last stealing husband boarded settled stood show minute need gave woken saying take business Dubai came class traveled together instead lady accuse could pillow started attendant Trip keep Economy Verified missing told London Premium offered grabbed said There extra given,0.01,Neutral
467,"✅ Trip Verified |  London to Cape Town. Gone are the days in which British Airways was a great airline. Weird seat configuration, service that needs training, horrible food and no internet in business class are  basic services offered by most of the airlines but not by BA.",Cape training seat basic airline day British Town need Airways food business internet configuration class Weird horrible Trip Gone Verified London service offered great,-0.14,Partially Negative
468,"Not Verified |  Rio de Janeiro to London . Economy - packed out seating, awful food, very narrow seats, uncomfortable, expensive add ons (seat choice, luggage), try to match Norwegian pricing on the Rio route, IFE was iffy. My back and legs have been terrible for 3 days (I paid £77 for an exit seat), the breakfast served was unfit for me, I took my own drinks and some food items. Long haul is getting the same as short. Come prepared!",Janeiro expensive seat pricing Norwegian back drink item awful iffy day breakfast terrible served food short packed narrow haul luggage leg getting Come Economy prepared Verified choice Long seating London took route uncomfortable exit unfit match paid,-0.36,Partially Negative
469,"✅ Trip Verified |  Johannesburg to Dublin via London. I get to the counter and require a transit visa. Since when and why if you are in the same terminal even. There was no support, guidance or remorse from the staff. I also had a non refundable hotel booking in Dublin! BA need to communicate such changes.",refundable visa communicate terminal hotel remorse need staff support Since require Johannesburg transit even Trip also Verified booking change London Dublin guidance counter There,0.0,Neutral
470,"✅ Trip Verified |  Las Vegas to Paris via London. The staff were great, but the 747 was the most uncomfortable flight in business class I’ve experienced.  The aisle seat felt like I was sitting in the aisle, a business class configuration of 2-4-2. That’s a tight squeeze. And,there were backward facing seats. The seats were not only uncomfortable but just so many things wrong with the configuration. I was just glad I didn’t pay full price for this flight.",aisle seat squeeze flight tight price experienced sitting staff full like business configuration class backward felt many wrong Vegas glad Trip Verified London facing uncomfortable thing Paris great That,0.22,Partially Positive
471,"✅ Trip Verified |  BA cancelled my return flight on 09-Feb-20 from Geneva to Gatwick due to storm Ciara. They rebooked me onto a later flight, then cancelled that as well. Since then, I heard nothing more and I was left on my own to buy a new return flight. I've tried calling them several times every day, but they are not answering their phones, claiming they are too busy to talk to customers. They cancelled my flight, so I want a refund, but so far there is no way of getting through to them. ",well answering talk several every Gatwick flight customer rebooked tried Geneva time Since calling left claiming Ciara They nothing storm busy heard getting Trip want cancelled Verified later onto phone return refund,0.02,Neutral
472,"✅ Trip Verified |  Mexico City to Manchester via London. My plane from Mexico City to London was smooth. Entertainment was quite nice and so was the food; although I chose a window seat and was never informed it wasn't actually the window, but a wall! The crew was amazingly kind and lovely. They're always checking on you, and we even got a Magnum! Loved this airline for my first flight ever.",seat chose flight airline City checking Entertainment actually crew food plane although amazingly never kind They first wall ever nice even Trip smooth Verified lovely Manchester quite London window always Magnum Mexico Loved informed,0.31,Partially Positive
473,"✅ Trip Verified | London Heathrow to Sofia. A good experience onboard one of BAs recently refreshed A321 cabins, although unfortunately without any in-seat power supply, contrary to what is stated on their website about which aircraft types were due to get in-seat power following refresh. Another thing to add to the list of inconsistencies with the BA product. However the flight overall was very good. As usual an extremely efficient pre-flight experience at Heathrow's excellent T5. Fast track security was fast, as expected. Galleries Club Lounge was pretty good, and not too crowded. Boarding was smooth with priority boarding honoured as usual. The crew were excellent and provided a very attentive service, with plently of drinks runs given the slightly longer distance of the flight. The food pretty good for a shorthaul business class offering. I found the seats to be pretty comfortable and legroom reasonable for a 5 ft 11"" chap. So overall a good experience with no major complaints.",website legroom security seat product Fast flight complaint following refresh A321 drink comfortable chap plently extremely Sofia experience aircraft honoured usual power reasonable slightly without good crowded expected type crew food run business refreshed cabin contrary Galleries efficient although boarding class offering found Another However Trip smooth major inconsistency onboard Verified Club shorthaul pretty London recently longer provided service stated thing Heathrow unfortunately Boarding list priority Lounge excellent overall attentive distance supply track fast given,0.12,Partially Positive
474,"✅ Trip Verified |  I was to fly to Melbourne from Manchester via London and Singapore in July 2019. Arriving late to board my Heathrow flight, the Check-In-Staff discussed my dilemma with her supervisor. Only option being to find my way to Heathrow. I somehow managed to get to Heathrow in time where only the Singapore to Melbourne Boarding Pass was issued. I was told that because Manchester to Heathrow flight was missed, my Heathrow to Singapore was cancelled. ",supervisor find flight July dilemma Singapore Pass discussed board missed Arriving option time 2019 somehow Only Check Melbourne Trip cancelled Verified late told Manchester London managed Boarding Heathrow issued Staff,-0.15,Partially Negative
475,"✅ Trip Verified |  Madrid to London. I keep giving BA the benefit of the doubt, but things are getting worse not better. This A321 has cramped business class seats, no middle table any more and frankly this is a pathetic premium cabin. Despite every statement they make about catering improvements, i simply refer to meal photos on this route in 2016 or 2017 to see they have severely cut back on meal portions and cost. Iberia staff in  Madrid were all very nice, cabin staff okay, but overall Club Europe is not worth the money - don't waste your money on this.  ",giving catering pathetic every severely seat doubt okay make photo cramped worse A321 back premium benefit staff frankly waste 2016 meal business table class cabin Despite This worth simply portion nice getting Trip keep Verified statement Club Iberia improvement refer London cost route Madrid thing better middle overall 2017 money Europe,0.03,Neutral
476,"✅ Trip Verified |  Prague to London. This is the first time I have flown with British Airways. The flight departed earlier than intended and got to Heathrow about 5 minutes early. However at Heathrow, there was a plane in the way as we had arrived early. A negative was at the check-in, partly the website’s fault, as we had done the online check in. We selected the amount of bags we each had. It said we would have to pay extra, and we spent forever at the checkin because we had to pay £65 for each bag. Apart from those negatives and the delay, I would definitely fly this airline again.",website selected intended flight forever airline arrived spent British Apart minute definitely negative Airways earlier time done would check early plane bag This partly first However Trip flown departed checkin Verified London delay Heathrow said amount Prague online extra fault,-0.01,Neutral
477,"✅ Trip Verified |  Johannesburg to London. Whoever designed the refurbished Galleries Lounge at JNB has no understanding of acoustics, as every syllable of a Facetime conversation was audible 20 feet away. Add in different languages and some degree of inebriation as you have a recipe for an unrelaxing experience. Thankfully, the upper deck of the A380 was more civilised, with an efficient, if slightly distant, cabin crew who ensured that everyone was fed and watered by 2 hours after takeoff, allowing plenty of time for sleep. Food was mediocre and I've given up expecting anything more from BA's business class product. The White Company bedding is more of a gimmick than a genuine enhancement, and breakfast has become rather perfunctory, with no pastries or bread apart from a solitary croissant. Arrival at a chilly LHR was ahead of schedule and we were curbside 30 minutes after landing. Reliability is currently BA's strongest card.",strongest foot every sleep enhancement ahead allowing mediocre different breakfast slightly language perfunctory acoustic crew Thankfully gimmick cabin everyone bedding Whoever apart conversation civilised recipe anything croissant unrelaxing away A380 audible White degree genuine Arrival ensured Lounge Facetime schedule product currently Reliability experience rather business pastry card upper chilly Food Trip hour refurbished Company landing distant expecting designed inebriation minute bread time solitary curbside understanding Johannesburg class watered Galleries efficient takeoff plenty Verified London syllable become deck given,-0.11,Partially Negative
478,"✅ Trip Verified |  Las Vegas to Gatwick. A very disappointing service for Club World, it felt like I was travelling in economy (with attitude). Especially considering the very high cost of the flight (I've paid half as much less for business class returns to Australia). We got off to a bad start when offered one third of a glass of champagne (about 2 cm in the bottom of the glass). My initial drink after take off was not what I ordered, when I queried it, I got a lecture on this was how it should be. No wine arrived with dinner, until I asked for it a second time (out of stock of the first choice), no second glass of wine offered. Yes, I could have used the call button, but 1/3 of a glass of champagne and one glass of wine being offered on a 10 hour business class flight? Other than the initial bottle of water, and a glass of water with dinner, no other water was offered until I got up and went to the galley to ask. The good news is the food was good and well presented. Although the promised (on the menu) selection of pastries with breakfast were not served (I later walked past the galley to see the crew eating them for their own breakfast). We had dutifully filled in the pre-order card for breakfast, only to find we were being asked again at breakfast. Sleeping was impossible due to the temperature being so high, I actually thought I had a fever (I was so drenched in sweat) until I spoke to a colleague who was the same. I'm used to flying ultra long haul with Middle Eastern airlines, so I'm used to hot cabins, but this was crazy. Only when the crew dropped the temperature a few hours before landing (presumably to wake us up), was it bearable enough to sleep. Combined with the a very dry cabin air, it was very unpleasant. No need to say anything much about the eight across seating as I know the seats are being upgraded over the next few years, other than they are very cramped if sitting next to a window. I do like the semi-reclined position for take off and landing though. I have fairly big shoulders and found the seat width very restrictive. There is nowhere to put your spectacles or bottles of water if lying down. Being on the second aisle, we had to join in with the economy passengers queuing to disembark, so it wasn't quick. At no point did any member of the cabin crew introduce themselves other than via a general PA announcement. The seats I can forgive as they are being addressed, but the service was budget airline level. Really BA, you need to do much, much better. The ground staff in Las Vegas were fast, friendly and efficient. The lounge was something from the dark ages, all 1970's wooden panels.",well second disappointing walked bottom eating sleep addressed friendly position dutifully breakfast filled went 1970 passenger travelling crew World shoulder cabin haul Although ultra found know year semi seating width later window dropped member third dark glass There champagne le bearable wine though reclined half menu arrived introduce news queuing across take like Other anything food lying felt Only Vegas start flying button spectacle Being choice impossible presumably spoke considering service selection eight crazy return general wake level age find Gatwick flight cramped airline join fast drink drenched Especially presented lounge much quick good attitude upgraded nowhere business stock pastry forgive first card could Middle Eastern dinner something Trip ordered Combined hour water next offered landing order ground enough disembark past queried aisle seat call fever high budget unpleasant need sitting staff served time promised fairly actually economy used Really asked temperature thought class efficient point announcement Australia galley Verified wooden Club lecture cost Sleeping long better panel initial restrictive bottle sweat paid colleague,-0.0,Neutral
479,"✅ Trip Verified |  San Diego to Stockholm via London. Had I written this review immediately on landing it would have been zero out of ten. But I realise this would be unfair- BA is a game of two halves. The inflight experience is immeasurably improved from a few years ago. The food in Club is excellent, the cabin crew attentive and professional, the pilots are the best in the industry and IFE absolutely fine. The Club World product is competitive with the better European airlines such as Lufthansa and streets ahead of most US carriers. The problems start when anything goes wrong - which it frequently does given the mostly old fleet especially on non-core routes. In my case, the flight was cancelled due to the inbound aircraft (an ancient 747) going technical. Then a comedy of errors. First the hotel vouchers just said ‘Holiday Inn’. There are about 15 in San Diego- cue hordes of passengers looking for shuttle buses in the wrong place, arriving at hotels with no booking etc etc. Next, the replacement flights. The clunky app kept just saying error for some reason. Eventually the full website on a PC showed my replacement flights. But no booking refs or any statement if these were being offered to me, were confirmed or whatever. On calling BA they wouldn’t talk to me because I ‘failed’ security- I didn’t know the billing address of the specific booking which was done by my company’s travel department despite having a full executive club account that was associated with the booking and which they could have used. The next day I went to take the replacement flights- Alaska Airlines to Newark then SAS to Stockholm. Despite getting a boarding card and making it to my seat on the plane, I was pulled off minutes before takeoff. BA had not paid for the flight! A reservation had been created but no ticket issued. BA then booked me on a roundabout route back via Chicago plus a 12 hour layover from 4am to 4pm, getting me home over 36 hours after my original reservation. Later I spotted that the next BA flight which would get me home much sooner now had tickets available online, why was I not on this? When I called they had no explanation and only agreed to ‘exceptionally’ change my flight again after I complained about all of the above. Finally, I arrived home after a 24 hour delay and a roller coaster of incompetence. In summary, when all goes well, BA is better than it was and staff are doing a heroic inflight job. But old planes, rubbish back office IT infrastructure and plain incompetence mean this airline can be hell if anything goes wrong. And bear in mind I was travelling in business class- who knows how they treat economy passengers.",well security ticket best immediately ahead professional reason review address Later aircraft replacement inflight Stockholm would saying went problem layover mostly passenger clunky travelling crew World cabin plus wrong know year executive specific inbound horde roller carrier Eventually statement agreed booked change fleet whatever Holiday created First When said mean arriving There issued online Newark website talk Then making Chicago half travel plain infrastructure arrived Alaska original Diego done take spotted zero food anything calling plane mind boarding competitive written incompetence start exceptionally summary booking coaster kept delay route especially street shuttle go comedy frequently heroic Next despite account showed Finally product flight hotel airline rubbish experience much fine hell business case ancient available failed bus card could game reservation complained voucher Trip absolutely cancelled realise hour immeasurably next offered landing bear billing unfair sooner improved seat going core office club associated back roundabout minute home full staff place technical used called economy industry Despite class pilot pulled takeoff European error company Airlines looking getting Verified explanation Club confirmed London Lufthansa ref department better excellent attentive treat paid given,0.14,Partially Positive
480,"Not Verified |  Cape Town to Johannesburg. The SLOW lounge at Cape Town continues to impress by the standard of service and the generous array of food and drink, including ingenious wine-dispensing machines. Boarding was quick and take-off was exactly on time. There was some turbulence but the captain kept passengers well informed. The Club meal was the usual offering with the hot options displayed on a tray. Arrival was 20 minutes ahead of schedule.",well schedule Cape standard wine ahead drink tray Town lounge dispensing usual minute quick impress option take time passenger meal food Johannesburg array informed continues offering exactly displayed Verified ingenious Club Arrival SLOW kept captain service machine Boarding including turbulence generous There,0.09,Partially Positive
481,"✅ Trip Verified | On 4th of December before my flight's departure I got my purse stolen in NYC with all my money and my passport in it. Thanks to the kind strangers I managed to get to the Danish embassy and get a temporary passport. When I arrived at the JFK Airport it was too late and I wasn't allowed to drop off my luggage. With tears in my eyes I went to the desk where they sell tickets and the employee was so kind and helpful - she booked me on to the next flight for free, got me through security without having to wait in the line and she informed the flight crew what happened. When I finally sat down the flight crew were so kind and gave me water and food as I haven't had any food for the whole day as I didn't have any money. I want to say thank you for your service and kindness and for making sure that I got back to Denmark safely. I was overwhelmed with all the kindness from all the staff! Once again thank you!",desk ticket security making flight overwhelmed Thanks finally line back arrived went gave without whole safely staff With stranger crew passport wait food allowed sure Danish kind Airport eye luggage Trip drop want sell Verified late thank temporary booked purse kindness embassy free helpful next managed December When tear water stolen employee service Denmark Once departure money informed happened,0.21,Partially Positive
